no,Q10,Q9,Q31,Q32,Q46,Q50,Q54,Q58,Q62,Q66,Q70,Q74,Q78,Q82,Q86,Q90,Q94,Q98,1/5_1,1/5_2,1/5_3,1/5_4,1/5_5,1/5_6,1/5_7,1/5_8,1/5_9,2/5_1,2/5_2,2/5_3,2/5_4,2/5_5,3/5_1,QID7_1,Q34
240,1,35,,,,,,,,,1,4,,,,,,,4,2,4,3,4,2,3,3,5,2,2,2,2,2,6,5,
241,1,22,,,,,1,4,,,,,,,,,,,4,2,4,2,5,1,4,4,5,4,5,5,4,4,5,6,
242,1,36,,,,,,,,,,,,,1,4,,,2,3,4,3,3,2,3,3,5,4,4,2,5,4,5,6,
243,1,33,1,4,,,,,,,,,,,,,,,3,3,3,4,4,3,4,2,5,4,4,5,5,4,6,6,
244,1,39,,,1,4,,,,,,,,,,,,,4,2,4,2,4,2,4,4,5,4,4,4,4,4,5,5,
245,1,20,,,,,,,1,4,,,,,,,,,4,2,5,2,4,2,3,4,5,3,4,5,5,4,6,6,
246,1,27,,,,,1,4,,,,,,,,,,,4,3,4,4,4,1,4,4,5,4,4,4,4,3,6,6,
247,1,33,,,,,,,,,,,,,1,4,,,4,2,4,2,4,2,4,4,5,4,5,4,5,5,6,6,
248,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1,18,,,,,1,4,,,,,,,,,,,4,2,5,4,4,1,2,4,5,2,4,2,4,2,1,5,
250,1,40,,,,,,,,,,,,,,,1,4,4,2,4,2,4,2,3,4,5,4,4,3,4,4,5,5,
251,1,18,,,,,,,,,,,1,4,,,,,4,3,4,2,2,1,2,3,5,4,1,1,2,2,3,3,
252,1,31,,,,,,,1,4,,,,,,,,,3,3,3,3,3,2,3,3,5,4,4,3,4,4,1,5,
253,1,38,,,1,4,,,,,,,,,,,,,4,3,4,3,3,2,3,4,5,3,4,4,4,3,5,5,
254,1,32,1,4,,,,,,,,,,,,,,,1,5,2,4,1,3,1,1,5,2,3,3,2,1,6,6,
255,1,34,,,,,,,,,,,,,1,4,,,4,2,4,4,4,2,4,4,5,4,2,1,2,1,6,6,
256,1,19,,,,,1,4,,,,,,,,,,,4,2,4,2,4,2,4,4,5,4,4,2,4,4,6,5,
257,1,20,,,1,4,,,,,,,,,,,,,4,2,5,4,3,2,3,4,5,2,5,4,4,2,6,6,
258,1,18,,,,,,,,,,,,,,,1,4,4,2,3,4,3,1,2,3,5,2,4,4,4,2,3,5,
259,1,32,,,,,,,1,4,,,,,,,,,3,4,4,3,4,3,3,4,5,3,4,4,4,4,6,5,
260,1,27,1,4,,,,,,,,,,,,,,,3,2,4,3,2,3,3,2,5,3,4,3,1,1,3,3,
261,1,36,,,,,,,,,1,4,,,,,,,5,1,5,1,4,1,5,5,5,4,5,5,5,4,5,7,
262,1,34,,,,,1,4,,,,,,,,,,,4,2,4,2,4,2,4,4,5,3,4,4,4,3,7,6,
263,1,25,,,,,,,,,,,,,1,4,,,3,1,2,2,3,1,3,3,5,3,5,1,3,1,7,7,
264,1,20,,,,,,,,,,,,,,,1,4,3,2,4,4,3,2,2,3,5,3,2,2,4,3,5,5,
265,1,33,,,,,,,1,4,,,,,,,,,4,4,3,4,4,4,3,5,5,4,4,3,3,4,5,5,
266,1,40,,,,,,,,,,,,,1,4,,,5,2,5,1,5,1,4,5,5,5,5,5,5,5,7,7,
267,1,39,,,,,,,1,4,,,,,,,,,2,4,4,4,2,3,2,2,5,4,4,3,2,3,1,2,
268,1,38,,,,,,,,,,,1,4,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,
269,1,21,,,,,,,,,,,,,,,1,4,3,2,3,4,2,2,3,3,5,3,2,2,3,2,2,3,
270,1,34,1,4,,,,,,,,,,,,,,,4,4,5,3,3,1,3,3,5,3,4,2,4,2,5,5,
271,1,30,,,1,4,,,,,,,,,,,,,3,2,5,3,4,2,4,4,5,4,2,4,5,3,6,5,
272,1,29,,,,,,,,,,,1,4,,,,,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,4,
273,1,40,,,,,,,1,4,,,,,,,,,2,4,4,4,3,3,1,2,5,4,3,4,3,2,4,6,
274,1,24,,,,,,,,,1,4,,,,,,,5,1,5,1,5,1,5,5,5,5,5,5,2,4,2,7,
275,1,28,1,4,,,,,,,,,,,,,,,3,2,2,2,2,3,1,3,5,2,2,2,1,2,1,2,
276,1,35,,,,,,,,,,,,,1,4,,,4,4,4,4,4,3,3,3,5,4,3,4,4,3,5,6,
277,1,21,,,,,,,,,,,1,4,,,,,4,5,4,4,4,4,4,3,5,4,4,3,4,4,5,5,
278,1,38,1,4,,,,,,,,,,,,,,,4,4,4,2,4,2,4,3,5,4,4,4,4,3,6,5,
279,1,36,,,,,,,,,,,,,1,4,,,3,3,3,4,2,1,3,2,5,2,3,3,3,2,5,5,
280,1,25,,,,,1,4,,,,,,,,,,,4,2,4,2,4,2,4,4,5,4,5,5,4,4,6,7,
281,1,36,,,,,,,,,,,,,1,4,,,4,2,3,2,4,1,4,4,5,4,4,4,5,4,7,7,
282,1,23,,,,,,,1,4,,,,,,,,,2,4,4,4,2,2,3,2,5,1,2,2,1,4,6,5,
283,1,31,1,4,,,,,,,,,,,,,,,4,3,4,3,4,1,3,3,5,4,4,4,4,4,5,6,
284,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1,23,,,,,,,1,4,,,,,,,,,4,2,4,3,3,2,4,3,5,4,4,2,4,2,5,5,
286,1,25,,,,,1,4,,,,,,,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,7,7,
287,1,35,,,,,,,,,1,4,,,,,,,4,1,4,2,4,1,4,4,5,5,5,4,4,4,6,6,
288,1,19,,,,,,,,,,,,,,,1,4,3,1,1,3,1,4,3,3,5,1,1,1,1,1,2,5,
289,1,18,,,,,,,,,,,1,4,,,,,5,3,4,2,3,2,4,4,5,4,4,5,3,3,5,6,
290,1,34,,,,,,,,,,,,,1,4,,,4,1,4,2,3,1,4,4,5,4,4,2,3,3,7,7,
291,1,33,,,,,,,,,1,4,,,,,,,3,3,3,3,3,3,3,3,3,1,1,1,1,1,4,4,
292,1,35,1,4,,,,,,,,,,,,,,,4,1,4,2,3,1,3,1,5,5,1,5,4,1,7,7,
293,1,31,,,,,1,4,,,,,,,,,,,2,4,5,4,5,2,2,2,5,3,4,2,5,2,5,5,
294,1,34,,,,,,,,,,,1,4,,,,,2,4,4,2,4,2,4,2,5,3,2,4,2,2,5,3,
295,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1,21,,,,,,,,,,,,,1,4,,,4,2,4,2,4,2,4,4,5,3,4,4,3,4,5,6,
297,1,38,,,1,4,,,,,,,,,,,,,3,2,3,3,3,2,2,1,2,3,2,3,3,3,3,3,
298,1,29,,,,,,,,,,,1,4,,,,,3,2,4,2,2,2,3,2,5,2,2,3,2,2,3,3,
299,1,32,,,,,1,4,,,,,,,,,,,4,3,4,4,3,2,3,3,5,3,4,4,4,4,6,6,
300,1,37,,,,,,,,,1,4,,,,,,,2,2,4,3,4,1,3,4,5,4,5,5,5,5,1,7,
301,1,36,,,,,,,,,,,,,,,1,4,3,3,4,3,3,2,3,2,5,4,4,2,3,3,5,4,
302,1,37,,,1,4,,,,,,,,,,,,,3,3,3,3,2,4,2,4,5,4,3,4,4,4,5,3,
303,1,28,1,4,,,,,,,,,,,,,,,3,2,4,3,2,1,3,4,5,4,4,4,4,4,6,6,
304,1,20,,,,,,,,,,,1,4,,,,,4,2,4,2,4,1,4,4,5,3,4,4,3,4,5,6,
305,1,38,,,,,,,,,,,,,1,4,,,3,3,3,2,3,2,3,3,5,2,3,2,2,2,3,4,
306,1,33,,,,,,,,,1,4,,,,,,,3,3,3,1,3,1,3,3,5,1,1,1,1,1,7,7,
307,1,35,,,,,,,1,4,,,,,,,,,4,2,4,2,4,2,4,4,5,4,5,5,2,3,5,6,
308,1,29,1,4,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,5,3,4,3,3,3,4,4,
309,1,39,,,1,4,,,,,,,,,,,,,3,3,3,3,3,2,3,3,5,3,2,4,2,3,4,5,
310,1,31,,,,,,,,,,,,,,,1,4,2,4,2,4,2,3,2,2,5,2,2,1,4,4,3,5,
311,1,34,,,,,,,1,4,,,,,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,7,7,
312,1,29,1,4,,,,,,,,,,,,,,,1,4,1,5,2,4,2,1,5,3,1,1,1,1,6,6,
313,1,36,,,,,,,,,1,4,,,,,,,4,2,4,2,2,3,4,4,5,4,4,3,3,2,6,6,
314,1,38,,,,,,,,,,,,,,,1,4,3,1,4,2,4,1,3,3,5,3,4,4,3,3,6,6,
315,1,34,,,,,1,4,,,,,,,,,,,3,2,4,3,4,2,3,4,5,4,4,4,3,4,5,5,
316,1,35,,,1,4,,,,,,,,,,,,,3,4,2,4,2,1,2,3,5,1,2,3,3,2,5,5,
317,1,18,,,,,1,4,,,,,,,,,,,4,2,5,3,4,1,4,4,5,2,4,4,4,5,7,7,
318,1,40,,,,,,,,,,,1,4,,,,,1,5,1,5,1,1,1,1,5,1,1,1,1,1,1,1,
319,1,37,,,,,,,,,,,,,1,4,,,4,2,4,2,4,2,4,4,5,4,4,3,4,4,6,5,
320,1,22,,,,,,,,,,,,,1,4,,,3,3,4,2,3,1,3,3,5,4,4,3,3,4,6,6,
321,1,39,1,4,,,,,,,,,,,,,,,4,3,4,3,4,3,3,3,5,4,4,4,4,3,7,7,
322,1,31,,,,,1,4,,,,,,,,,,,1,5,1,5,1,5,1,1,5,1,1,1,1,1,2,2,
323,1,38,,,1,4,,,,,,,,,,,,,4,2,4,2,4,1,4,4,5,2,2,2,2,2,5,5,
324,1,39,,,,,,,,,1,4,,,,,,,4,1,4,1,3,1,3,3,5,3,4,4,3,3,6,6,
325,1,38,,,,,1,4,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,
326,1,40,,,,,,,,,,,,,,,1,4,3,3,3,3,3,3,3,3,5,3,4,4,3,3,4,5,
327,1,37,,,1,4,,,,,,,,,,,,,4,1,5,1,4,1,4,4,5,3,4,4,5,2,5,6,
328,1,30,,,,,,,,,,,,,1,4,,,4,2,4,2,4,2,4,4,5,4,5,4,4,5,6,6,
329,1,40,1,4,,,,,,,,,,,,,,,2,4,4,3,4,2,3,4,5,3,4,4,4,2,7,7,
330,1,27,,,,,,,,,,,1,4,,,,,2,3,3,2,2,3,2,2,5,3,4,4,2,2,3,4,
331,1,38,,,,,,,1,4,,,,,,,,,4,2,4,3,4,2,4,4,5,3,4,2,4,4,6,6,
332,1,39,,,1,4,,,,,,,,,,,,,2,3,4,3,3,3,4,4,5,4,3,4,4,4,4,5,
333,1,35,1,4,,,,,,,,,,,,,,,4,4,5,4,3,2,4,4,5,2,4,4,2,2,6,5,
334,1,34,,,,,,,,,,,,,,,1,4,3,3,3,4,3,2,3,3,5,3,4,3,3,3,4,4,
335,1,38,,,,,1,4,,,,,,,,,,,4,2,4,2,2,1,3,4,5,4,4,4,4,2,7,7,
336,1,35,,,,,,,,,,,,,1,4,,,4,3,4,3,4,3,4,4,5,4,4,4,4,3,5,5,
337,1,38,1,4,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,
338,1,27,,,,,1,4,,,,,,,,,,,5,1,4,1,4,1,5,5,5,5,5,4,5,5,6,7,
339,1,34,,,,,,,,,,,1,4,,,,,4,2,4,2,4,2,4,4,5,4,5,4,5,3,6,6,
340,1,32,,,,,,,,,,,,,,,1,4,3,1,4,2,3,1,3,3,5,4,3,4,2,3,7,6,
341,1,35,,,,,,,1,4,,,,,,,,,3,3,4,3,3,1,3,3,5,2,2,1,1,1,5,5,
342,1,35,1,4,,,,,,,,,,,,,,,4,1,4,2,4,1,4,4,5,3,4,4,4,4,5,5,
343,1,40,,,,,,,,,,,,,1,4,,,4,2,4,3,4,1,4,3,5,4,3,4,4,2,5,6,
344,1,35,,,,,1,4,,,,,,,,,,,4,2,5,4,4,1,3,4,5,4,4,3,2,1,3,5,
345,1,36,,,,,,,,,,,,,,,1,4,3,3,5,3,2,1,3,2,5,2,4,1,5,2,5,6,
346,1,35,,,,,,,,,1,4,,,,,,,4,2,4,2,4,1,4,4,5,4,4,4,3,4,6,6,
347,1,35,,,1,4,,,,,,,,,,,,,3,3,3,3,2,3,3,3,5,2,2,2,2,2,3,3,
348,1,40,,,,,1,4,,,,,,,,,,,3,3,5,2,3,1,3,4,5,5,5,5,3,4,7,7,
349,1,33,,,,,,,,,,,3,4,,,,,3,4,3,2,3,3,3,3,5,4,3,4,3,3,2,2,
350,1,37,,,,,,,,,,,,,1,4,,,4,2,5,3,4,2,4,4,5,5,5,5,5,5,7,7,
351,1,38,,,,,1,4,,,,,,,,,,,4,2,5,3,4,2,4,4,5,4,4,4,4,4,6,6,
352,1,31,,,,,,,,,,,,,,,1,4,4,2,4,3,3,1,3,4,5,3,4,5,5,3,2,6,
353,1,35,1,4,,,,,,,,,,,,,,,2,5,4,5,3,2,1,2,5,1,1,1,1,1,5,5,
354,1,40,,,,,,,1,4,,,,,,,,,4,2,4,3,4,2,4,4,5,3,4,4,2,3,6,6,
355,1,34,,,,,,,,,1,4,,,,,,,5,1,5,3,4,1,4,4,5,5,5,4,4,3,6,7,
356,1,40,,,,,,,,,,,,,1,4,,,4,2,4,1,3,2,4,4,5,4,4,4,3,4,7,7,
357,1,40,,,,,,,,,,,,,,,1,4,3,3,3,3,2,3,3,3,5,2,5,4,5,3,4,4,
358,1,38,1,4,,,,,,,,,,,,,,,3,3,3,2,4,2,2,2,3,2,3,4,2,3,3,4,
359,1,38,,,,,,,1,4,,,,,,,,,4,1,5,2,4,1,4,4,5,4,5,5,5,5,2,7,
360,1,24,,,,,,,,,,,1,4,,,,,4,2,3,3,3,1,4,4,5,2,1,5,5,5,7,7,
361,1,21,,,,,,,,,1,4,,,,,,,4,2,3,1,4,2,3,4,5,5,5,5,4,4,7,6,
362,1,23,,,,,,,,,,,,,1,4,,,2,3,4,3,2,3,3,3,5,4,3,3,3,3,2,2,
363,1,30,,,,,,,,,,,,,,,1,4,4,2,4,2,4,1,3,3,5,5,5,2,5,3,3,5,
364,1,26,,,,,1,4,,,,,,,,,,,4,4,4,4,4,1,4,4,5,3,5,5,4,5,5,5,
365,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1,40,1,4,,,,,,,,,,,,,,,4,2,4,2,4,1,4,3,5,3,4,5,1,3,4,4,
367,1,40,,,,,1,4,,,,,,,,,,,4,2,4,3,4,1,3,4,5,5,4,3,4,4,6,6,
368,1,36,,,,,,,,,1,4,,,,,,,2,2,4,3,3,1,3,3,5,2,3,4,2,2,6,7,
369,1,39,,,,,,,1,4,,,,,,,,,2,3,3,2,2,3,3,3,5,3,1,1,1,1,1,4,
370,1,36,,,,,,,,,,,,,1,4,,,4,2,4,2,4,3,4,1,5,5,5,1,5,3,5,5,
371,1,37,,,,,,,,,,,1,4,,,,,3,3,4,3,3,2,3,3,5,2,4,3,4,2,6,5,
372,1,33,,,,,1,4,,,,,,,,,,,4,1,4,2,4,2,4,4,5,4,4,4,4,4,7,6,
373,1,39,,,,,,,,,,,,,1,4,,,2,2,4,3,2,2,3,3,5,4,2,2,4,2,6,6,
374,1,21,,,,,,,,,,,,,,,1,4,4,2,4,2,5,1,4,4,5,4,4,4,5,4,6,6,
375,1,40,,,,,,,,,,,1,4,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,7,7,
376,1,35,,,,,1,4,,,,,,,,,,,3,3,3,3,4,2,3,3,5,2,2,1,1,2,4,6,
377,1,21,,,,,,,1,4,,,,,,,,,4,2,2,4,3,1,3,4,5,2,2,4,2,5,4,6,
378,1,38,,,,,,,,,,,,,1,4,,,2,3,4,4,3,3,2,3,5,4,2,1,2,2,7,7,
379,1,24,1,4,,,,,,,,,,,,,,,4,2,4,2,4,2,4,4,5,3,2,3,4,4,5,5,
380,1,34,,,,,,,,,,,,,,,1,4,2,4,2,4,3,2,2,3,5,4,2,4,2,1,3,3,
381,1,39,,,,,1,4,,,,,,,,,,,1,4,4,5,2,2,2,2,5,3,2,2,2,2,6,7,
382,1,35,,,,,,,,,,,,,1,4,,,3,3,5,2,4,1,2,4,5,3,4,4,1,2,3,6,
383,1,30,,,,,,,,,,,1,4,,,,,3,3,4,3,3,1,3,3,5,2,2,2,2,2,5,5,
384,1,32,,,,,,,,,,,,,,,1,4,3,3,5,3,3,1,3,2,5,2,2,3,2,2,5,4,
385,1,37,1,4,,,,,,,,,,,,,,,1,5,1,5,1,4,1,1,5,1,1,1,1,1,6,6,
386,1,38,,,,,,,,,,,,,,,1,4,1,5,2,5,2,3,1,1,5,2,2,1,4,1,2,2,
387,1,35,,,,,,,,,,,1,4,,,,,2,3,4,2,3,2,3,2,5,2,2,2,2,2,2,3,
388,1,28,,,,,,,1,4,,,,,,,,,4,1,4,2,3,2,3,2,5,4,4,2,3,3,2,5,
389,1,39,1,4,,,,,,,,,,,,,,,4,2,4,2,4,1,4,4,5,4,5,5,4,3,6,6,
390,1,39,,,1,4,,,,,,,,,,,,,4,1,4,1,4,1,4,4,5,4,4,4,4,3,5,6,
391,1,29,,,,,,,,,,,,,1,4,,,2,2,3,2,4,3,2,3,5,4,4,3,4,4,5,5,
392,1,40,,,,,,,,,,,1,4,,,,,4,2,4,2,4,2,3,4,5,2,4,4,3,4,5,5,
393,1,31,,,,,,,,,,,,,,,1,4,2,2,2,3,2,3,2,2,5,3,4,3,3,3,5,5,
394,1,19,,,,,,,,,1,4,,,,,,,3,3,4,3,3,3,3,3,5,3,4,4,2,2,5,5,
395,1,30,,,,,,,,,,,,,1,4,,,4,4,4,2,4,2,4,4,5,4,3,4,3,2,4,5,
396,1,33,1,4,,,,,,,,,,,,,,,2,3,4,4,3,1,2,2,5,4,4,5,2,4,6,5,
397,1,38,,,,,,,1,4,,,,,,,,,2,5,3,4,1,3,1,1,5,3,2,1,2,2,6,7,
398,1,40,1,4,,,,,,,,,,,,,,,3,3,3,3,4,3,3,3,5,2,2,2,2,2,3,3,
399,1,31,,,,,,,,,,,1,4,,,,,4,2,4,1,4,1,2,4,5,2,2,4,2,2,5,5,
400,1,38,,,1,4,,,,,,,,,,,,,3,3,3,3,3,3,3,3,5,1,1,1,1,1,5,2,
401,1,40,,,,,,,1,4,,,,,,,,,4,4,3,4,3,2,2,3,5,4,2,2,2,2,5,5,
402,1,29,,,,,,,,,1,4,,,,,,,4,2,4,3,4,2,4,4,5,4,4,3,4,3,5,5,
